Transaktionsexport;;;;;;2026-09-05 14:43:46
2025-05-07;2025-05-09;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;37.0
2025-05-06;2025-05-06;HOLY GREENS AB;MALMOE;SEK;0.0;184.0
2025-05-06;2025-05-07;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;472.06
2025-05-05;2025-05-06;DELI OCH COFFEE;GOTEBORG;SEK;0.0;160.0
2025-05-04;2025-05-05;MM SPORTS AB;GOTEBORG;SEK;0.0;498.0
2025-05-04;2025-05-05;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;320.7
2025-05-03;2025-05-05;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;64.9
2025-05-03;2025-05-05;BEETS SALADS BAR;GOTEBORG;SEK;0.0;468.0
2025-05-03;2025-05-05;REMANNS HOGTIDSKLADE;GOTEBORG;SEK;0.0;1300.0
2025-05-02;2025-05-02;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;34.0
2025-05-02;2025-05-05;BEETS SALADS BAR;GOTEBORG;SEK;0.0;149.0
2025-05-02;2025-05-05;DELI OCH COFFEE;GOTEBORG;SEK;0.0;130.0
2025-05-02;2025-05-05;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;98.6
2025-05-01;2025-05-02;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;109.0
2025-05-01;2025-05-02;APPLE.COM/BILL;020100529;SEK;0.0;99.0
2025-05-01;2025-05-02;KLARNA*BESLAGONLINE.;BASTAD;SEK;0.0;7164.0
2025-05-01;2025-05-02;MATSAL STORGATA;KUNGSBACKA;SEK;0.0;480.0
2025-05-01;2025-05-02;STORSTUGAN;FJARAS;SEK;0.0;430.0
2025-05-01;2025-05-02;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;95.0
2025-04-30;2025-04-30;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;55.0
2025-04-30;2025-05-02;LOOMISP*LATERIAN GOTEB;GOTEBORG;SEK;0.0;79.0
2025-04-30;2025-05-02;S O LARSSON;GOTEBORG;SEK;0.0;89.0
2025-04-30;2025-05-02;SE0234;GOETEBORG;SEK;0.0;567.0
2025-04-30;2025-05-02;STYLE BARBERSHOP;GOTEBORG;SEK;0.0;389.0
2025-04-30;2025-05-02;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;143.3
2025-04-30;2025-05-02;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;160.0
2025-04-29;2025-04-30;7-ELEVEN 4215200;GOETEBORG;SEK;0.0;86.0
2025-04-29;2025-04-29;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;27.0
2025-04-29;2025-05-02;BARABICU;GOTEBORG;SEK;0.0;489.5
2025-04-29;2025-04-30;HOLY GREENS AB;MALMOE;SEK;0.0;273.0
2025-04-29;2025-04-30;TWILFIT AB;GOTEBORG;SEK;0.0;685.92
2025-04-28;;BETALT BG DATUM 250428;;SEK;0.0;-44346.59
2025-04-28;2025-04-29;HELP.MAX.COM;STOCKHOLM;SEK;0.0;64.5
2025-04-28;2025-04-29;JINX DYNASTY;GOTEBORG;SEK;0.0;130.0
2025-04-28;2025-04-29;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;64.7
2025-04-27;2025-04-28;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;49.0
2025-04-27;2025-04-28;BAR CENTRO;GOTEBORG;SEK;0.0;81.0
2025-04-27;2025-04-28;DUBBEL DUBBEL SURBRUNN;GOTEBORG;SEK;0.0;550.0
2025-04-27;2025-04-28;Q*HTTPS://WWW.DAMMS;UPPSALA;SEK;0.0;148.0
2025-04-27;2025-04-28;VACKER NK GÖTEB;GOTEBORG;SEK;0.0;1048.0
2025-04-27;2025-04-28;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;66.0
2025-04-27;2025-04-28;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;74.0
2025-04-26;2025-04-28;FOODORA AB;STOCKHOLM;SEK;0.0;362.0
2025-04-26;2025-04-28;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;431.32
2025-04-25;2025-04-28;MM SPORTS AB;GOTEBORG;SEK;0.0;249.0
2025-04-25;2025-04-28;S O LARSSON;GOTEBORG;SEK;0.0;109.0
2025-04-24;2025-04-25;S O LARSSON;GOTEBORG;SEK;0.0;109.0
2025-04-23;2025-04-24;PASTOR - STORA SALUHAL;GOTEBORG;SEK;0.0;125.0
2025-04-23;2025-04-24;S O LARSSON;GOTEBORG;SEK;0.0;89.0
2025-04-22;2025-04-23;ADOORE;STOCKHOLM;SEK;0.0;1595.0
2025-04-22;2025-04-23;HOLY GREENS AB;MALMOE;SEK;0.0;149.0
2025-04-22;2025-04-23;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;233.1
2025-04-21;2025-04-22;CLAS OHLSON;GOTEBORG;SEK;0.0;159.0
2025-04-21;2025-04-22;MM SPORTS AB;GOTEBORG;SEK;0.0;79.0
2025-04-21;2025-04-22;PARKERING GÖTEB;GÖTEBORG;SEK;0.0;438.0
2025-04-21;2025-04-22;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;258.1
2025-04-20;2025-04-22;PARKERING GÖTEB;GÖTEBORG;SEK;0.0;9.0
2025-04-20;2025-04-22;PARKERING GÖTEB;GÖTEBORG;SEK;0.0;19.0
2025-04-20;2025-04-22;PARKERING GÖTEB;GÖTEBORG;SEK;0.0;20.0
2025-04-20;2025-04-22;RESTORIA AB - DINNER;GOTEBORG;SEK;0.0;4840.0
2025-04-19;2025-04-22;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;180.0
2025-04-19;2025-04-22;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;1051.0
2025-04-19;2025-04-22;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;85.0
2025-04-19;2025-04-22;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;92.0
2025-04-18;2025-04-22;BJELIN SWEDEN AB;VIKEN;SEK;0.0;15124.1
2025-04-18;2025-04-22;JOE  THE JUICE NG AB;GOETEBORG;SEK;0.0;92.0
2025-04-18;2025-04-22;SPOTIFY P35F737674;STOCKHOLM;SEK;0.0;119.0
2025-04-18;2025-04-22;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;565.5
2025-04-17;2025-04-17;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;34.0
2025-04-16;2025-04-16;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;51.0
2025-04-16;2025-04-17;JINX DYNASTY;GOTEBORG;SEK;0.0;130.0
2025-04-16;2025-04-16;NETFLIX.COM;AMSTERDAM;SEK;0.0;199.0
2025-04-16;2025-04-17;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;146.18
2025-04-15;2025-04-15;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;44.0
2025-04-15;2025-04-16;LOOMISP*CAFE KVARNPIRE;GOTEBORG;SEK;0.0;34.0
2025-04-15;2025-04-16;LOOMISP*CAFE KVARNPIRE;GOTEBORG;SEK;0.0;37.0
2025-04-15;2025-04-15;SALUHALLEN WRAPSODY;GOETEBORG;SEK;0.0;180.0
2025-04-15;2025-04-16;TV4 PLAY;STOCKHOLM;SEK;0.0;299.0
2025-04-14;2025-04-15;BEETS;GOTEBORG;SEK;0.0;290.0
2025-04-14;2025-04-15;KD APOTEK;GOTEBORG;SEK;0.0;686.4
2025-04-13;2025-04-14;KLARNA BONNIER-LOCAL;STOCKHOLM;SEK;0.0;25.0
2025-04-13;2025-04-14;KLARNA*SNUSBOLAGET.S;HANINGE;SEK;0.0;2183.9
2025-04-13;2025-04-14;KLARNA*VITVARUEXPERT;INTERNET;SEK;0.0;10929.0
2025-04-12;2025-04-14;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;94.0
2025-04-12;2025-04-14;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;271.57
2025-04-11;2025-04-11;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;34.0
2025-04-11;2025-04-14;S O LARSSON;GOTEBORG;SEK;0.0;89.0
2025-04-11;2025-04-14;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;99.0
2025-04-11;2025-04-14;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;87.57
2025-04-11;2025-04-14;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;259.78
2025-04-10;2025-04-10;JOS HALSOCAFE AB;GOETEBORG;SEK;0.0;135.0
2025-04-09;2025-04-09;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;34.0
2025-04-09;2025-04-10;S O LARSSON;GOTEBORG;SEK;0.0;104.0
2025-04-08;2025-04-09;AKADEMIBOKHANDE;GÖTEBORG;SEK;0.0;199.0
2025-04-08;2025-04-09;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;37.0
2025-04-06;2025-04-07;CHIMI NK GOETEBORG;GOETEBORG;SEK;0.0;1400.0
2025-04-06;2025-04-07;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;95.0
2025-04-06;2025-04-08;W*MMSPORTS.SE;ASKIM;SEK;0.0;899.0
2025-04-05;2025-04-07;APOTEKET KORSVAEGEN;GOETEBORG;SEK;0.0;110.8
2025-04-05;2025-04-07;ELGIGANTEN.SE;KISTAD;SEK;0.0;7490.0
2025-04-05;2025-04-07;NK BEAUTY GBG;GA.TEBORG;SEK;0.0;1315.0
2025-04-05;2025-04-07;NK KIDS & TEENS GBG;GA.TEBORG;SEK;0.0;39.0
2025-04-05;2025-04-07;NK KIDS & TEENS GBG;GA.TEBORG;SEK;0.0;328.0
2025-04-05;2025-04-07;UNHCR;DEN HAAG;SEK;0.0;10.0
2025-04-05;2025-04-07;UNIQLO GOTHENBURG;GOTHENBURG;SEK;0.0;1450.0
2025-04-05;2025-04-07;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;74.0
2025-04-05;2025-04-07;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;308.4
2025-04-05;2025-04-07;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;318.83
2025-04-05;2025-04-07;ZETTLE_*BLIGHTY FOOD C;GOTEBORG;SEK;0.0;124.0
2025-04-04;2025-04-07;ARKET SE0702;GOETEBORG;SEK;0.0;149.0
2025-04-04;2025-04-07;KD APOTEK;GOTEBORG;SEK;0.0;326.0
2025-04-03;2025-04-04;BEETS SALADS BAR;GOTEBORG;SEK;0.0;149.0
2025-04-03;2025-04-03;JOE  THE JUICE NG AB;GOETEBORG;SEK;0.0;182.0
2025-04-03;2025-04-04;LIDL 329 GBG KUNGSGATA;GÖTEBORG;SEK;0.0;166.4
2025-04-02;2025-04-03;DELI OCH COFFEE;GOTEBORG;SEK;0.0;150.0
2025-04-02;2025-04-03;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;346.82
2025-04-01;2025-04-02;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;330.4
2025-04-01;2025-04-02;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;345.0
2025-03-31;2025-04-01;BEETS;GOTEBORG;SEK;0.0;145.0
2025-03-30;2025-03-31;BOLT.EU/O/2503301750;WARSAW;PLN;59.1;157.86
2025-03-30;2025-03-31;GREEN EGG SP. Z O.O.;GDANSK;PLN;67.0;178.95
2025-03-30;2025-03-31;HOLY GREENS AB;MALMOE;SEK;0.0;167.0
2025-03-30;2025-03-31;KLUB PARLAMENT BAR IV;GDANSK;PLN;10.0;26.71
2025-03-30;2025-03-31;KLUB PARLAMENT BAR IV;GDANSK;PLN;42.0;112.18
2025-03-30;2025-03-31;LAGARDERE DUTY FREE G;GDANSK;PLN;10.0;26.71
2025-03-30;2025-03-31;MUZEUM BISTRO;GDANSK;PLN;6.5;17.36
2025-03-30;2025-03-31;PRESSBYRAN 4208168;STOCKHOLM;SEK;0.0;160.0
2025-03-29;2025-03-31;APTEKA AKSAMITNA;GDANSK;PLN;37.89;101.2
2025-03-29;2025-03-31;BOLT.EU/R/2503291637;TALLINN;PLN;10.68;28.53
2025-03-29;2025-03-31;HELP.MAX.COM;STOCKHOLM;SEK;0.0;64.5
2025-03-29;2025-03-31;KLUB PARLAMENT XI;GDANSK;PLN;10.0;26.71
2025-03-29;2025-03-31;NETTO 5546 K.1;GDANSK;PLN;78.96;210.9
2025-03-29;2025-03-31;PRESSBYRAN 4205143;STOCKHOLM;SEK;0.0;95.0
2025-03-29;2025-03-31;SEXY SMASH;GDANSK;PLN;94.0;251.06
2025-03-29;2025-03-31;TEHUSET;STOCKHOLM;SEK;0.0;118.0
2025-03-29;2025-03-31;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;105.0
2025-03-28;2025-03-31;BEETS;GOTEBORG;SEK;0.0;149.0
2025-03-28;2025-03-31;LIDL 329 GBG KUNGSGATA;GÖTEBORG;SEK;0.0;21.9
2025-03-28;2025-03-31;SL;STOCKHOLM;SEK;0.0;43.0
2025-03-27;2025-03-28;PRIME GRILL GOETEBORG;GOETEBORG;SEK;0.0;62.0
2025-03-26;2025-03-27;ARKET SE0702;GOETEBORG;SEK;0.0;149.0
2025-03-26;2025-03-28;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;396.8
2025-03-25;2025-03-26;FOODORA AB;STOCKHOLM;SEK;0.0;-651.0
2025-03-25;2025-03-26;HOLY GREENS AB;MALMOE;SEK;0.0;258.0
2025-03-25;2025-03-26;LIDL 329 GBG KUNGSGATA;GÖTEBORG;SEK;0.0;92.3
2025-03-25;2025-03-25;SATS KOMPASSEN;GOETEBORG;SEK;0.0;23.0
2025-03-25;2025-03-26;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;7.0
2025-03-25;2025-03-26;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;37.0
2025-03-24;2025-03-25;HOLY GREENS AB;MALMOE;SEK;0.0;129.0
2025-03-24;2025-03-25;KICKS 814 KUNGSG, GO;GOTEBORG;SEK;0.0;1063.0
2025-03-24;2025-03-25;SE0234;GOETEBORG;SEK;0.0;530.0
2025-03-23;2025-03-24;PARKERING GÖTEB;GÖTEBORG;SEK;0.0;382.0
2025-03-23;2025-03-24;ST1 G¦TEBORG STUREPLAT;G¦TEBORG;SEK;0.0;270.07
2025-03-23;2025-03-24;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;123.0
2025-03-23;2025-03-24;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;37.0
2025-03-22;2025-03-24;FOODORA AB;STOCKHOLM;SEK;0.0;651.0
2025-03-22;2025-03-24;HOTELL HJORTVIK;HINDAAS;SEK;0.0;1905.0
2025-03-22;2025-03-24;MCD LANDVETTER;HÄRRYDA;SEK;0.0;401.0
2025-03-22;2025-03-24;PARKERING GÖTEB;GÖTEBORG;SEK;0.0;60.0
2025-03-22;2025-03-24;SKANSTORGET RESTAURANG;GOETEBORG;SEK;0.0;100.8
2025-03-22;2025-03-24;SKANSTORGET RESTAURANG;GOETEBORG;SEK;0.0;1705.2
2025-03-22;2025-03-24;SKANSTORGET RESTAURANG;GOETEBORG;SEK;0.0;3343.0
2025-03-22;2025-03-24;SKANSTORGET RESTAURANG;GOETEBORG;SEK;0.0;6683.25
2025-03-22;2025-03-24;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;102.0
2025-03-22;2025-03-24;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;37.0
2025-03-22;2025-03-24;WBDSPORTS;STOCKHOLM;SEK;0.0;260.0
2025-03-22;2025-03-24;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;199.7
2025-03-21;2025-03-24;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;22.0
2025-03-21;2025-03-24;AHLENS GOETEBORG KUNGS;GOETEBORG;SEK;0.0;527.0
2025-03-21;2025-03-24;BODEGA PARTY;GOTEBORG;SEK;0.0;517.0
2025-03-21;2025-03-24;FOODORA AB;STOCKHOLM;SEK;0.0;459.0
2025-03-21;2025-03-24;INDISKA HORNET;GOTEBORG;SEK;0.0;470.0
2025-03-21;2025-03-24;PASTOR - STORA SALUHAL;GOTEBORG;SEK;0.0;125.0
2025-03-21;2025-03-24;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;368.0
2025-03-21;2025-03-24;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;1981.77
2025-03-19;2025-03-20;PRESSBYRAN 4344040;GOETEBORG;SEK;0.0;71.0
2025-03-18;2025-03-19;JOEANDTHEJUICE;GATEBORG;SEK;0.0;160.0
2025-03-18;2025-03-18;SPOTIFY P3508EEB5C;STOCKHOLM;SEK;0.0;119.0
2025-03-17;2025-03-18;BEETS;GOTEBORG;SEK;0.0;145.0
2025-03-17;2025-03-18;BODEGA PARTY;GOTEBORG;SEK;0.0;326.0
2025-03-16;2025-03-17;BOLT.EU/O/2503152335;TALLINN;SEK;0.0;91.0
2025-03-16;2025-03-17;NETFLIX.COM;AMSTERDAM;SEK;0.0;199.0
2025-03-16;2025-03-17;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;21.9
2025-03-16;2025-03-17;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;176.4
2025-03-16;2025-03-17;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;350.24
2025-03-15;2025-03-17;APOTEK HJARTAT KUNGSGA;GOTEBORG;SEK;0.0;401.9
2025-03-15;2025-03-17;BOLT.EU/O/2503152015;TALLINN;SEK;0.0;67.0
2025-03-15;2025-03-17;JOEANDTHEJUICE;GATEBORG;SEK;0.0;90.0
2025-03-15;2025-03-17;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;536.0
2025-03-15;2025-03-17;TV4 PLAY;STOCKHOLM;SEK;0.0;299.0
2025-03-15;2025-03-17;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;19.5
2025-03-14;2025-03-17;7-ELEVEN GBG KUNGSPORT;GOETEBORG;SEK;0.0;98.0
2025-03-14;2025-03-17;ARKET SE0702;GOETEBORG;SEK;0.0;149.0
2025-03-14;2025-03-17;DINE BURGERS;GOTEBORG;SEK;0.0;148.0
2025-03-14;2025-03-17;PINCHOS HEDEN;GOTEBORG;SEK;0.0;75.0
2025-03-13;;BETALT BG DATUM 250313;;SEK;0.0;-46944.25
2025-03-13;2025-03-14;HARMONI DUMPLINGS;GOTEBORG;SEK;0.0;85.0
2025-03-13;2025-03-13;KLARNA BONNIER-LOCAL;STOCKHOLM;SEK;0.0;25.0
2025-03-13;2025-03-14;PUTA MADRE/BASQUE;GÖTEBORG;SEK;0.0;369.0
2025-03-12;2025-03-13;BEETS;GOTEBORG;SEK;0.0;149.0
2025-03-12;2025-03-14;W*MMSPORTS.SE;ASKIM;SEK;0.0;979.0
2025-03-12;2025-03-13;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;299.37
2025-03-11;2025-03-12;BEETS SALADS BAR;GOTEBORG;SEK;0.0;145.0
2025-03-11;2025-03-12;S O LARSSON;GOTEBORG;SEK;0.0;89.0
2025-03-11;2025-03-12;SJ APP;STOCKHOLM;SEK;0.0;1770.0
2025-03-11;2025-03-12;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;184.05
2025-03-11;2025-03-12;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;375.1
2025-03-10;2025-03-10;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;51.0
2025-03-10;2025-03-11;BEETS SALADS BAR;GOTEBORG;SEK;0.0;149.0
2025-03-10;2025-03-11;DELI OCH COFFEE;GOTEBORG;SEK;0.0;150.0
2025-03-10;2025-03-11;S O LARSSON;GOTEBORG;SEK;0.0;99.0
2025-03-09;2025-03-10;ST1 S¦DERLEDEN;MELLBYSTRAND;SEK;0.0;529.19
2025-03-09;2025-03-10;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;57.0
2025-03-08;2025-03-10;HEMMAKVÄLL HALM;HALMSTAD;SEK;0.0;23.9
2025-03-08;2025-03-10;SYSTEMBOLAGET;HALMSTAD;SEK;0.0;318.0
2025-03-07;2025-03-07;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;49.0
2025-03-07;2025-03-10;LIDL 329 GBG KUNGSGATA;GÖTEBORG;SEK;0.0;31.9
2025-03-07;2025-03-10;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;159.0
2025-03-06;2025-03-07;JINX DYNASTY;GOTEBORG;SEK;0.0;130.0
2025-03-06;2025-03-07;KD APOTEK;GOTEBORG;SEK;0.0;95.0
2025-03-06;2025-03-10;NK SKOR GBG;GOTEBORG;SEK;0.0;4665.0
2025-03-05;2025-03-05;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;28.0
2025-03-05;2025-03-06;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;236.26
2025-03-04;2025-03-04;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;67.0
2025-03-03;2025-03-04;7-ELEVEN 4215200;GOETEBORG;SEK;0.0;61.0
2025-03-03;2025-03-04;LIDL 329 GBG KUNGSGATA;GÖTEBORG;SEK;0.0;21.5
2025-03-02;2025-03-03;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;87.0
2025-03-02;2025-03-03;KLARNA*SNUSBOLAGET.S;HANINGE;SEK;0.0;1799.4
2025-03-02;2025-03-03;LEKIA KUNGSGATAN;GOTEBORG;SEK;0.0;213.5
2025-03-02;2025-03-03;NK BEAUTY GBG;GA.TEBORG;SEK;0.0;593.0
2025-03-02;2025-03-03;VACKER NK GÖTEB;GOTEBORG;SEK;0.0;808.0
2025-03-02;2025-03-03;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;253.02
2025-03-01;2025-03-03;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;157.0
2025-03-01;2025-03-03;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;245.7
2025-03-01;2025-03-03;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;267.8
2025-02-28;2025-03-03;HELP.MAX.COM;STOCKHOLM;SEK;0.0;64.5
2025-02-27;;HOLY GREENS AB;MALMOE;SEK;0.0;174.0
2025-02-26;;LIDL 329 GBG KUNGSGATA;GÖTEBORG;SEK;0.0;106.45
2025-02-25;;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;37.0
2025-02-23;;KLARNA*BOKUS.COM;STOCKHOLM;SEK;0.0;118.0
2025-02-23;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;325.7
2025-02-23;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;382.72
2025-02-22;;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;76.0
2025-02-22;;APPLE.COM/BILL;ITUNES.COM;SEK;0.0;39.0
2025-02-22;;FOODORA AB;STOCKHOLM;SEK;0.0;320.0
2025-02-22;;MOONGLOW;GOTEBORG;SEK;0.0;1034.25
2025-02-21;;FOODIE;GOTEBORG;SEK;0.0;169.0
2025-02-21;;JEPPES FAMILJEKROG AB;G¦TEBORG;SEK;0.0;528.0
2025-02-21;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;38.17
2025-02-20;;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;98.0
2025-02-20;;CHICCA BELLONI;GOTEBORG;SEK;0.0;1597.2
2025-02-20;;PHO KIM;GOTEBORG;SEK;0.0;116.1
2025-02-20;;STYLE BARBERSHOP;GOTEBORG;SEK;0.0;389.0
2025-02-19;;APOTEK HJARTAT KUNGSGA;GOTEBORG;SEK;0.0;144.9
2025-02-19;;ARKET SE0702;GOETEBORG;SEK;0.0;149.0
2025-02-18;;BIOPALATSET GOT;GOTEBORG;SEK;0.0;58.0
2025-02-18;;HOLY GREENS AB;MALMOE;SEK;0.0;137.0
2025-02-18;;KOPPS;GOTEBORG;SEK;0.0;75.0
2025-02-18;;KOPPS;GOTEBORG;SEK;0.0;135.0
2025-02-18;;MR SHOU KUNGSTORGET;GOTEBORG;SEK;0.0;258.0
2025-02-18;;MU THAI STREET FOOD;GOTEBORG;SEK;0.0;119.0
2025-02-18;;SPOTIFY P34286D83D;STOCKHOLM;SEK;0.0;119.0
2025-02-17;;BETALT BG DATUM 250217;;SEK;0.0;-50000.0
2025-02-17;;BETALT BG DATUM 250217;;SEK;0.0;-15901.02
2025-02-17;;SATS KOMPASSEN;GOETEBORG;SEK;0.0;35.0
2025-02-17;;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;22.0
2025-02-17;;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;74.0
2025-02-16;;CLARION HOTEL POST;GOETEBORG;SEK;0.0;410.0
2025-02-16;;FLUGGER AB;GOTEBORG;SEK;0.0;305.35
2025-02-16;;KLARNA*APOTEA;STOCKHOLM;SEK;0.0;339.0
2025-02-16;;NETFLIX.COM;AMSTERDAM;SEK;0.0;199.0
2025-02-16;;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;74.0
2025-02-15;;NK KIDS & TEENS GBG;GA.TEBORG;SEK;0.0;291.0
2025-02-15;;SARO BLOMSTERMALA REST;SARO;SEK;0.0;848.1
2025-02-15;;TV4 PLAY;STOCKHOLM;SEK;0.0;299.0
2025-02-15;;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;74.0
2025-02-15;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;272.8
2025-02-14;;AKTIEBOLAGET TI;GOTEBORG;SEK;0.0;1955.8
2025-02-14;;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;416.6
2025-02-14;;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;94.0
2025-02-13;;BELLE CELINE AB;GOTEBORG;SEK;0.0;3385.0
2025-02-13;;ESPRESSO HOUSE 236;GOETEBORG;SEK;0.0;138.0
2025-02-13;;KLARNA BONNIER-LOCAL;STOCKHOLM;SEK;0.0;25.0
2025-02-13;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;526.58
2025-02-12;;NK BEAUTY GBG;GA.TEBORG;SEK;0.0;1585.0
2025-02-12;;NK KOK & DESIGN GBG;GA.TEBORG;SEK;0.0;179.0
2025-02-11;;POTTAN - GÖTEBO;GOTEBORG;SEK;0.0;10.0
2025-02-11;;PRESSBYRAN 4250150;STOCKHOLM;SEK;0.0;81.0
2025-02-11;;SL;STOCKHOLM;SEK;0.0;43.0
2025-02-11;;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;37.0
2025-02-10;;7-ELEVEN 4015207;GOETEBORG;SEK;0.0;10.0
2025-02-10;;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;34.0
2025-02-10;;JOEANDTHEJUICE;GATEBORG;SEK;0.0;178.0
2025-02-10;;POLISEN 1400 GO;GOTEBORG;SEK;0.0;500.0
2025-02-10;;SL;STOCKHOLM;SEK;0.0;43.0
2025-02-10;;THE HILLS STOCK;STOCKHOLM;SEK;0.0;3890.25
2025-02-09;;FOODORA AB;STOCKHOLM;SEK;0.0;459.0
2025-02-09;;JOTEX SWEDEN AB;BORAS;SEK;0.0;259.3
2025-02-09;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;174.17
2025-02-09;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;403.05
2025-02-08;;KD APOTEK;GOTEBORG;SEK;0.0;745.0
2025-02-08;;LIDL 329 GBG KUNGSGATA;GÖTEBORG;SEK;0.0;42.4
2025-02-08;;STEINBRENNER OCH NYBER;GOTEBORG;SEK;0.0;199.0
2025-02-08;;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;74.0
2025-02-07;;MA CUISINE;GOTEBORG;SEK;0.0;4217.4
